"","1","10","100","101","102","103","104","105","106","107","108","109","11","110","111","112","113","114","115","116","117","118","119","12","120","121","124","125","126","127","128","129","13","130","131","133","134","135","136","137","138","139","14","140","141","142","143","144","145","146","147","148","149","15","150","151","152","153","154","155","156","157","158","159","16","160","161","162","163","164","165","166","167","168","169","17","170","171","172","173","174","175","176","177","178","179","18","180","181","182","183","184","185","186","187","188","189","19","190","191","192","193","194","195","198","2","20","205","207","208","209","21","210","212","214","215","217","219","220","221","228","23","230","231","233","234","239","243","246","249","25","251","252","253","257","259","26","261","263","265","266","268","269","27","278","28","285","287","288","29","292","295","296","297","298","299","3","30","302","303","31","32","323","329","33","331","333","339","34","35","357","36","362","363","367","37","371","374","377","38","385","388","39","390","391","392","393","395","398","399","40","400","401","406","408","41","419","421","422","43","45","46","48","49","5","50","51","52","53","54","55","56","58","59","6","60","61","62","63","64","65","66","67","68","7","71","72","73","74","75","77","78","79","8","80","81","82","83","84","85","86","87","88","89","9","90","91","92","93","94","95","96","97","98","99"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128592.844166586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,18739.6660444858,13844.2988370792,11185.1204754282,12381.489265965,13497.1969098015,13259.0185248557,12764.4647413323,11111.2150360891,9052.64332351079,146.554635519983,1952.16070505845,0,15624.6165545636,14532.9425082086,15662.4428436198,7057.18623691347,13417.126417719,15723.9719371439,13578.9139498742,14992.9981585422,13709.2697303382,63.9141780245594,13508.9152978012,13840.9830867377,16537.3655188893,24513.6618340375,27430.8580671608,245.239396300439,23554.0367297661,271.752831096021,9548.63016412936,26314.6748731242,18636.2542661247,19197.7107294578,238.142067324076,9725.18620959023,242.09623028636,229.231032125767,219.850374350565,167.679670403014,11329.0390260657,172.511108206029,3710.99231864576,153.728763395293,1159.37176373013,135.582528619566,0,121.295002048608,9846.6591544909,16020.4652735659,6291.52015765934,14722.2762642454,0,134.222128317932,35788.9542346472,9505.10954921217,11927.7996139858,14443.2974084461,11282.8071097296,7352.52992714536,13337.9892292345,5606.38186270706,21772.5511172325,180.864808067523,200.608598164311,2662.378035065,4509.37311467596,248.342929461529,12562.9804925804,12391.2147548566,14576.8207216707,18088.9583721195,18678.6601403772,0,17510.3944382306,20464.7365101228,10990.5272909831,5184.48542539037,16033.8229900351,14804.3225823342,12994.773181658,12633.2292439885,12350.9208372763,11129.2555973223,0,13990.4051465144,18899.2152918059,10154.159899208,17794.2183636105,15928.3318153484,8711.95121069629,0,23093.0182608632,0,14460.0805425684,11756.8122838729,11637.1426888106,10914.6837680533,10280.9365889054,11176.2116634941,0,78775.6970023214,65341.5632756236,9903.67099445318,30193.0395211305,70598.5592615117,71825.3811644893,72884.1930710088,63518.2833558105,12758.5115074296,78654.6807422809,74850.6643792172,62884.2267403929,63627.5807556355,68539.0537270177,63840.4751105258,75923.267949175,62811.1734777137,77067.1393461988,0,58631.0014630229,62119.3182032027,54673.0025832549,59907.6906361366,55638.9633268353,54309.413178537,71562.2099638158,70986.4020203385,11078.8419743149,72516.876366399,77591.202314151,79163.6359951741,0,68047.4976938958,50.5286509408319,82461.7295322164,83084.2148666317,82457.1597498527,0,82483.0879384552,0,0,79530.015661351,16605.2155120319,68332.4832704434,67821.2082958055,66892.24019524,16837.065478138,68390.7190445247,77392.5961534284,65632.8182704827,0,83903.2869677007,0,11199.0052629991,16596.1256502923,66742.0107419223,66893.4493946075,52.5412022114094,10260.354066133,74605.2058999286,0,11756.2609414401,87014.4383609753,88530.263849671,82123.9590337156,13745.9745178235,6257.13913949303,42502.5923000218,17633.2912674199,44629.3326612397,46086.6948318871,0,15961.234074295,47686.2899463702,0,41059.4324796007,145.406969362388,0,39826.8652173194,11434.3662839354,52912.5184462257,82347.3535692795,0,36561.6632059375,45896.9327642683,0,87967.7590566287,0,30213.5938939812,0,80487.7774839389,0,9657.18151440579,75246.7184880905,0,76097.8281515413,11271.5643328458,4059.13181416535,7427.82413419115,169.525209983195,3317.93595154734,12391.2716549714,0,9437.90349332888,161.029086198865,13187.2002664634,17293.8243273266,128.077898076965,0,13202.5983112427,100.105346842498,114.458741097111,12031.0874846904,15546.8062855833,20096.6445885646,24785.2846428214,24340.9239252245,12848.9949811949,13355.8743332301,0,19126.8939649847,7938.05200382598,0,0,96.6998556883204,23789.3370161286,15113.6970003375,19712.1472267179,23648.2486681319,0,64.0388805824349,23520.6479550949,18482.5694019219,0,25198.3480855299,17010.051742225,0,0,19719.9678115116,32207.8183530185,0,1508.68940886512,21654.2059882067,22729.2605827606,113.61912936412,10602.7057191883,0,24627.9489632861,24322.0025549108,0,0,16113.5600735364
"100",0,18739.6660444858,0,14371.9933388385,15442.4271696319,15979.258899127,15803.4128997881,0,18672.7594288586,20738.6007891351,20717.3421693211,18594.0451878802,17059.2614815054,0,18162.3821758621,21225.4100158494,20254.1629509523,24253.2459603242,30956.115340719,33408.8874575422,18675.4975285956,31689.1880411416,26527.0012595463,18798.1207444893,30046.4560357328,28874.6243272019,2648.59431019647,15092.8403145328,17174.8185445652,18596.1637383378,33206.6646539397,18638.6474702725,21388.0631142923,40299.5794027994,6040.15964014686,9819.25414759911,18736.1940666263,15464.5693147018,18798.6103650322,18836.3852004726,18885.7882275807,18875.1096766931,26584.4948806455,18903.2670569163,18151.3253405587,18893.3842583083,18636.8635470656,18866.2156165189,0,18754.1030316567,19273.4699851558,14957.9790292742,0,4178.93945221081,0,18673.7778419648,48875.2473447295,27850.1658562851,0,5435.71014001195,8211.16669407999,12539.1113212453,6078.96415089051,13249.2464013603,36112.8036425331,0,18542.9469144263,16431.511675294,18730.448309323,18491.4539444031,22199.5487144632,21808.9200207829,22029.935669425,18613.1861606016,24740.5710760305,0,23519.4617930827,24471.4603586305,19597.1796346652,19312.0273135567,25751.9639489882,0,0,24045.5747515744,23685.2342004009,21612.3187668722,0,25804.1085874544,28061.1018404501,8871.87174773143,30961.1732180591,30428.1712868682,14902.2059027882,0,0,0,29258.4738615508,22137.5683234912,27935.8313143686,27922.435829715,27603.8545826672,28872.6566333937,0,63806.5684396425,53427.2815872477,16081.0294461543,36631.0874413175,58401.5000623833,59553.8946904494,61078.5813518059,49783.7180522915,30423.6474022735,65512.7246393474,60970.4245738065,48566.583259072,48963.5584337513,57617.2026313364,52850.9622795309,61977.4550970488,0,63037.5380185052,0,44527.4288661256,47123.3233565374,41017.5044971227,45709.0863381275,42885.1495672965,41306.8673788301,57614.1237708088,0,15716.3173917496,58747.4791655218,63409.2694861913,65016.5326402295,0,53298.6059167982,18773.7279815521,67561.0046359782,68344.2052877232,0,0,68452.3932818349,0,0,65848.5960813244,33828.3732815351,54725.8340202642,52775.0254104449,53346.6212722805,33071.3961108668,54456.4820190786,0,0,0,70095.2783436639,0,7651.777726559,30604.980382222,54906.628054881,55712.9129557418,18695.4434912671,12222.416043974,92699.3062709002,0,10857.7552377186,105075.177172423,106722.626089692,100766.329181657,10182.7910048427,0,27039.2952151881,5384.0700148827,30624.1557553037,30956.3175340093,0,5642.26166572367,35143.691306655,0,30577.2004598167,18637.4609028335,0,25227.8067350059,26939.4079805314,70743.7995867279,100157.721852031,0,55257.0494349074,64430.217407375,0,105603.260278349,0,48875.0243005713,0,99227.186427539,0,27622.7500776991,93407.3334457194,0,94718.9334106581,29431.3397347083,21975.9468663205,25100.6419901522,0,21154.2052958087,6430.91906753687,0,13753.0153465486,18835.5840027913,5584.74235900694,0,18853.3965644129,0,31919.7720618177,18839.4340915449,18750.6956358392,30615.2555895803,34221.6692863588,16813.1695526292,16205.5042751408,14760.2213965212,20892.3765695663,15381.4926471665,0,13292.5293929614,13810.7631532564,0,0,18715.8570734532,0,15941.5376973587,29319.4604133999,0,0,18717.5273902186,28953.7101500464,21856.2098793979,0,39218.5129718867,19920.7904181425,0,0,35683.4303615961,0,0,18914.6242367145,37842.87397109,38512.0424581279,18645.5996423702,15109.7166492061,0,37087.5024532738,37297.2157564816,0,0,0
"101",0,13844.2988370792,14371.9933388385,0,2945.71423066952,2327.20900525124,1541.82454943073,0,4778.71298125693,7800.3639890856,8992.52452838505,0,12036.0438067819,0,3876.49473522951,7028.32069344855,5882.17300853463,15033.7777440822,20659.645647528,22987.2529036807,23515.1955690072,20415.6762154625,13584.9581919512,13901.9142106925,18865.9027534895,16761.7207725206,14090.4544860016,0,30234.3247241243,0,36398.1331323104,0,22163.8405066838,26709.8502487159,18636.8810190861,21540.565329492,0,0,0,0,0,0,25111.915312251,0,16251.5548127868,0,14655.9721329687,0,0,0,21331.0595960085,22892.6518280826,18660.4443925524,12897.4681753802,0,0,34810.5123698659,22617.0770433604,6607.49817689029,9223.31554405499,13341.954387985,13948.6623312394,13540.7006897594,12002.2328442847,35591.1902130534,13673.800887382,0,13515.5791100058,10379.1180589906,0,24627.1128317869,24332.1030111274,25900.4550469633,26315.9529782979,29819.0883593812,0,28507.7536486035,30808.7987886808,22288.3595237913,18038.4527170903,28490.6409893243,27144.4795524316,25727.8246050888,25440.4396366285,25101.0983865717,23374.2184668464,0,27049.2632583559,31348.4865651891,8964.20109748651,31387.8443184539,29702.7369648695,17674.7079455486,0,20136.4195280911,0,28246.6683577688,24044.0736391403,25477.7785910109,24688.0991797699,23996.91899088,24709.0274879804,0,65655.8027157149,51585.7464837725,19432.9028961895,22495.0166525152,56857.0766340625,58088.9689710659,59095.7381494772,50115.0200034459,26238.0516729207,65027.402446656,61405.3705726718,49664.8397906241,50523.9862565218,0,50015.1913377246,62489.2353766362,0,63649.3976028989,0,45390.0877650888,49167.9762327843,41345.7225917607,46682.3691721751,42076.1170992216,40815.3570890805,58155.5239217998,57533.7407683542,20035.0400815708,59056.675367016,64213.4877467087,65767.2618609024,0,54929.8497189227,13837.9928067115,69292.5151546963,69853.488959402,69155.9927265843,0,69038.3361073758,0,0,66011.598365533,30161.1603447638,54858.3265020182,54824.5067831185,53413.1258556014,30635.8158382731,55002.7336289015,64301.6045656165,52416.319548937,0,70396.1478309254,0,11750.7994680035,30313.782453225,52972.9813864216,53072.7689285696,13794.0517379951,16738.0549410113,86573.6522055654,0,16890.8859432089,98963.3133867661,100267.013996428,92712.1115363149,18046.2949280365,20007.5585523575,30269.8223120438,17495.6907073049,31624.65140495,33533.8225494569,0,0,34176.8894259172,0,27305.6164008922,13857.1820381564,0,27261.1337490615,25247.4230408135,65386.069282788,88123.0930138496,0,46011.6082683426,54216.3055714909,0,93324.0902096992,0,41436.6183805497,0,90024.4784774897,0,18461.1113702077,81952.363936262,0,84476.7364471184,20259.3922237709,14404.7589551838,21146.5263097231,13991.5834237138,13878.8654203453,11872.1922329558,0,17340.0550833243,14004.9329868374,11819.3348006583,17619.7237490968,13963.0233889743,0,24968.0621862908,0,13938.1633815755,22266.9593589863,27397.4722887355,26446.9764387497,28480.8020698105,27342.1826854231,24202.4048174295,21403.9148823479,0,23745.4990988137,6097.28092879254,0,0,13757.4522668838,21675.876650634,22914.8469794782,15082.7208361954,0,0,13875.7355109638,14787.8136540106,7734.3776384207,0,25685.6576597809,5734.90160489603,0,0,0,0,0,12817.378563029,25567.692681417,25913.585058467,13734.8901801777,19276.7925910092,0,0,23480.8983751534,0,0,3994.67280909009
"102",0,11185.1204754282,15442.4271696319,2945.71423066952,0,1271.02810406459,2314.20060257906,5966.1228791359,3373.29633832477,5473.87707093195,6242.69966980565,11089.5093722234,9476.36710269695,0,4773.47203783389,6034.33376001101,5807.25240298532,12103.0373560388,17867.6471103086,20230.6127311435,21884.8306526132,17778.1325951059,11380.6132421836,11239.6394652625,16193.9466888682,14287.1685286174,14659.4779010383,27542.9994790847,30262.3200535512,11268.6345834602,34198.1988786682,11336.3213252966,19928.542603095,24943.0978145469,18914.4808710562,21430.8391877153,11379.2154299708,17243.316202574,11411.7204609935,11410.9911779311,11403.4347744164,11343.6406598035,22509.9749034606,11323.6199618095,13891.3728828931,11271.5561544427,12078.9303171351,11217.4419281851,0,11094.1622831101,19327.34469651,21876.0750884299,15750.874656317,13200.2895308553,0,11051.4118577524,33433.978439109,19731.8169854655,6856.9103377062,10029.9911090587,12728.899654009,12419.348013838,13399.5424481963,10197.4360058782,32955.5423484451,11021.7454100063,11042.1829920608,11188.4388474575,7482.6680208038,11052.8805237166,22555.6743714741,22285.1273120411,24017.2588764187,25109.6136578718,28028.3684977931,0,26734.8556583349,29214.279213631,20345.4145990495,15675.9862120894,26361.4522563158,25034.0672215852,23502.3214001377,23192.5572807453,22865.4403476118,21243.0575326681,0,24741.261178275,29241.2695685695,8415.80710925072,28899.9998542683,27109.3065533729,16016.0783919757,0,21145.5437658994,23735.2658228303,25643.0882351585,21912.2243487106,22769.5981573129,21921.381536381,21208.2622387496,21870.9535933197,0,68599.3238143789,54431.0600017021,17753.1516657678,22552.6667880385,59708.196952969,60942.1680237478,61918.7403077366,53043.650771706,23385.2262710733,67916.1767123111,64327.2557773779,52606.2061763194,53468.7430134646,57475.7221396145,52803.9436491532,65412.2982361344,51903.0440750599,66574.1442096613,20891.7641647584,48331.0730808029,52113.5073873148,44282.6036787101,49623.8595416169,44984.9632431091,43735.7417648684,61082.3136821452,60455.3850558203,18491.6830321454,61977.0897336025,67142.2693562492,68693.9923545223,59130.6987591118,57874.0486537221,11173.7674090716,72234.1941301927,72792.3292069448,72090.5434482028,0,71959.1643089451,0,0,68922.3868325251,27313.2148320167,57777.7081160936,57770.2032287802,56332.1408650752,27872.1727190112,57931.9331089342,67245.9046522167,55357.4915772107,0,73308.0762721225,0,11289.8946674539,27759.1307349956,55810.4125772713,55866.8729755831,11136.7030673343,15498.4344888746,83639.8555877682,0,15937.0211528399,96031.7152200994,97344.8902090996,89863.9456858371,17344.8289432464,17419.3036391198,33167.7175101457,17743.5846938796,34569.7002311666,36460.3533836632,0,16374.5383053308,37097.7414836646,0,30164.4808888276,11212.8315042392,0,30183.2575682599,22619.475635464,62440.378243895,85836.082276982,0,43212.2773094665,51544.5690251105,0,91105.6362119514,0,38514.9616910816,0,87270.6292973775,0,15549.8942296397,79526.8202610572,0,81843.9905128825,17359.9849116601,11481.7470986978,18370.5292482888,11340.1806935878,10978.7995040931,11710.3779936282,0,15862.4481494644,11346.0711764903,11876.2058035155,17768.8848626936,11298.3985386624,0,22022.5741336402,11235.2724494421,11285.1667076209,19337.4683812042,24451.7716690741,25640.0561206439,28283.7793418131,27267.391078669,22285.1506203445,20094.6523653979,0,23228.4413393333,3988.65993555534,0,0,11094.3976437426,20274.9713115929,21707.3995292925,13997.807936498,16296.4336644864,0,11222.0854079063,14962.2189895357,8379.85924587631,0,23880.4978353108,6509.17855522727,0,0,21047.4925328054,31495.6338695067,0,10056.3594850042,23221.3523608998,23675.8783383671,11079.4275286259,17755.6618949034,0,21645.4610118333,21871.1995309919,0,0,6547.21545771311
"103",0,12381.489265965,15979.258899127,2327.20900525124,1271.02810406459,0,1174.57895917941,0,2707.87483266951,5491.93736286801,0,12289.9524926647,10706.2856299457,0,3508.70222147121,5261.59245117045,4715.94935149376,12860.3944588428,18353.3528476687,20670.6169215731,23136.9116024903,18088.4683327101,11326.9216517245,12434.7533371974,16539.6563003758,14447.0754626061,15379.9983348136,28502.0980960534,31189.534392788,12473.101648549,35462.3717653655,12540.5613634892,21192.941216993,24641.0304990398,19747.1959413321,22385.3343220797,12580.3724049741,18492.6372867088,12610.9929226903,12608.6204770244,12598.7193261185,12537.9105857359,23710.5153916805,12516.1203648526,15147.6886509206,12463.1767895921,13298.6272346002,12408.9182525671,0,12287.628083809,20598.2255368618,23042.7489662035,0,14002.9325364973,0,12247.440139666,32943.3948971837,20762.2455572849,0,10633.1194322958,13788.7972279806,13650.9844168066,14338.4862043433,11454.1069659142,34139.6059392614,12221.0440583369,12243.7202440212,12450.6162512346,8532.32020453033,12256.846035581,23826.3200942048,23556.0611636068,25285.9708615973,26311.1994892135,29293.6888300098,0,27998.9774670546,30465.8144666215,21615.3780340111,16930.6109732386,27630.2449807862,26303.6320233685,24766.4490700495,24455.0997111978,24128.9946790908,22512.4123377566,0,25997.8176154868,30510.5695093247,9429.37684389723,30126.9648889834,28309.8179330473,17266.9224142798,0,0,0,26841.1958597998,23181.4633476106,23929.5410924936,23051.3225324118,22325.086631239,22949.3986526684,0,67742.1422589399,53391.857756103,19007.2487090207,21534.2139262606,58673.6708241074,59909.5076587543,60858.6758682099,52126.8843429326,24448.549985508,66923.680471463,63391.9982894806,51736.8455540105,52625.7698328702,56379.1757342887,51719.7217215954,64479.6074483565,0,65645.3205959878,0,47460.464364935,51305.4495979294,43394.3468739796,48755.7957144435,44027.5117012409,42801.1540113003,60159.3338403857,0,19732.8894608655,61038.8769531298,66223.7914403866,67769.8857239547,0,57024.2487324134,0,71364.0070295515,71907.6063433041,0,0,71020.6487139377,0,0,67964.1336086902,28378.3543500583,56837.8995840193,56947.2775646203,55391.7940342594,28999.670190004,57015.8760008425,0,0,0,72351.4429069593,0,12304.1553123711,28970.4694636422,54763.7087911842,54785.8054587512,0,16694.1749877096,84382.3570508953,0,17082.1924279133,96765.2826824889,98047.9697107564,90420.6746936946,18440.0294081166,0,32535.8650578348,18582.4286511294,33775.9452732724,35758.3112945706,0,17266.7015734198,36166.45061107,0,29147.2046829264,12414.2935190883,0,29496.1694593341,23811.459805759,63271.6439387219,85866.6257965051,0,43702.2827876759,51889.1181273826,0,91089.9371681402,0,39222.3526887728,0,87703.1662481759,0,16242.3387422002,79657.9873773441,0,82150.5991508485,18022.4506409184,12463.735139199,19498.6012406412,0,12005.9955573501,12645.783294123,0,17093.1449062529,12542.1520431579,12748.1674703889,18638.6060852189,12492.5067253709,0,22882.8888538721,12428.4220142618,12483.4764509145,20079.0820892763,25300.9464566216,26770.135902837,29271.9319265265,28220.7972535836,23554.6938350004,21307.3911770158,0,24291.533758564,5249.72562064998,0,0,12289.5978149709,0,22906.3373320353,13343.1225661532,0,0,12420.3222062929,13895.4625342544,7181.02193595221,0,23598.453833685,5274.72913905177,0,0,21120.5043408886,0,0,11210.7048291865,23284.721905302,23661.3010901497,12277.3857795819,18993.7101100362,0,21195.0943473328,21482.1967102698,0,0,0
"104",0,13497.1969098015,15803.4128997881,1541.82454943073,2314.20060257906,1174.57895917941,0,0,0,6379.6708244358,0,13402.3924267752,11788.7138759774,0,2793.19345735156,5502.54835148216,4501.42378561991,14005.8542733438,19398.9908944678,21692.6544667547,23947.6179008992,19049.6191046756,12093.917768818,13551.4369502213,17522.2480516149,15333.6298211815,15399.0383567498,28770.6261682076,31412.4618431222,13582.1593639117,36464.6309110038,13649.8204298984,22196.843095753,25168.1060576794,19875.373040482,22658.5718351525,13692.2488151675,19298.3162320073,13724.4179785234,13723.3622950086,13715.2911651969,13655.2504162681,24823.3723243125,13634.7853218964,16181.1600789585,13582.4837496431,14392.8676503256,13528.3235225908,0,13405.5429083502,21528.5290034014,23643.0801343915,0,14122.1855661277,0,13363.3966145822,0,21935.3308256164,0,10567.3139034074,14237.5176418789,14413.148506566,0,12300.5307971632,35265.4621461713,13334.4095945309,13355.2511846855,13467.5454388911,9701.38269745304,13366.3220827922,24781.5563346409,24503.2863654592,26181.995026277,26980.0076728515,30162.291194293,0,28860.8843714364,31269.8323133065,22527.2941869731,17967.8658843126,28606.5871840542,27273.1668902432,25770.6125472611,25465.8839834942,25135.7648115408,23485.2550884704,0,27028.0060001844,31481.7530987468,9846.84133069004,31211.9024431618,29422.7751824957,18079.6344455175,0,0,0,27956.1694591458,0,25069.5838990361,24204.4334350903,23482.5791702396,24116.4304587996,0,0,52218.1809583576,19829.6385644932,21270.8018596217,57499.7427269763,58735.4874327675,59686.9434690591,50960.162264,25618.206010717,0,62222.4293669482,50579.0595787333,51474.0826387668,55213.7027751355,50551.601289807,63310.3573832389,0,64476.574203023,0,46302.601453064,50163.1224593648,42233.0162632417,47598.4272426766,42855.7260795748,41632.0846932896,58991.4991830493,0,20510.6932104669,59868.9667924509,65056.528470811,0,0,55870.7082198138,0,70205.4566351583,70746.0938493794,0,0,69850.5860700311,0,0,66791.9843431426,29547.9206943574,0,55800.5356737725,54221.7043203821,30154.0286114627,55849.1513113554,0,0,0,71179.4128060089,0,12697.2469596804,30073.3288072306,53590.5915908942,53617.1380741531,0,17364.6436807735,85511.2711986287,0,17654.6590546183,97891.0396671937,99163.5729856322,91478.7638927943,18925.3833062172,0,31461.2736838054,18721.8364206371,32639.7125184039,34653.6848320691,0,17475.7130952248,34998.0888090141,0,27972.6322667376,13525.9020068251,0,28399.281880924,24931.2504750829,64425.2130916814,86619.5357380834,0,44735.274792363,52845.8988864763,0,91809.02101047,0,40343.2606877898,0,88702.00754443,0,17367.1612195578,80480.4510225535,0,83081.2619344331,19136.3506686563,13638.3041812124,20652.059005359,0,13178.5686486446,12933.4172381712,0,17845.0146529725,13658.101901824,12957.2567776351,18814.9559049294,13609.963592237,0,24045.3294102823,13546.5920365132,13597.663687163,21215.5539674056,26460.9767783856,27298.663988585,29579.0476017582,28482.1106123292,24460.2643444922,22007.5724968601,0,24714.6489932551,6148.80409764415,0,0,0,0,23572.9811800713,13578.0032382441,0,0,13534.5611989486,13580.5094908509,0,0,24144.4563664459,4665.08088262326,0,0,21935.2329653905,0,0,12351.7454844467,24089.2335700777,24412.0965122163,13391.8314395737,0,0,21598.662643113,21940.863763404,0,0,0
"105",0,13259.0185248557,0,0,5966.1228791359,0,0,0,2814.52095417456,2183.82024308293,4434.25347025404,0,12183.0180843998,0,0,0,0,0,0,16637.705987716,0,0,0,0,0,0,20608.091679994,0,0,0,0,0,22781.2632101149,0,0,27106.668566593,0,0,0,0,0,0,0,0,16742.2719684073,0,0,0,9438.0527700891,0,0,0,15611.9847913467,19106.981799288,0,0,27482.1083495994,0,12812.1832939467,0,0,0,19150.715112393,0,0,0,0,0,0,0,0,0,0,29740.34273492,31664.3821695011,13545.2505001286,0,0,0,0,0,0,0,0,0,0,0,0,32155.2121416294,14100.5572271678,0,0,20237.7574807623,0,27109.4392509648,25149.3023228077,0,24956.3630589382,0,0,0,0,0,70852.1032219882,0,0,0,0,0,0,0,0,69304.5563898719,0,0,0,0,0,67214.7872562328,53021.0594851188,0,21072.0730121042,0,0,0,0,0,0,0,62257.9520923512,0,0,0,70541.7860728517,61360.8192544647,60201.5379044877,13226.8220911848,0,0,74071.6368179765,0,0,0,29209.20110251,0,0,59561.0311951265,0,0,0,0,69543.3967817282,57573.3206006395,57129.3349084573,0,0,0,0,0,0,13224.8553599623,0,0,0,0,0,0,86397.737288006,0,19246.9969350766,0,0,0,0,38180.3723310798,0,0,0,0,0,0,0,24031.2887043906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13428.3791676,0,0,22574.4179325717,0,0,0,0,0,0,0,0,0,0,0,30727.6279194608,0,0,0,24692.0000341092,0,0,8897.85448054053,0,0,13162.924217597,14318.4765378933,26400.4894352654,0,10940.0220672468,8362.2259300601,0,0,5903.99656521657,17410.8179844909,18116.7957995862,0,0,25190.2509868116,0,25717.3092172364,0,0,0,18448.0248196853,0,22122.5656385329,15242.6725749961,0,0,0,0,11552.6707637944
"106",0,12764.4647413323,18672.7594288586,4778.71298125693,3373.29633832477,2707.87483266951,0,2814.52095417456,0,3356.77011901864,5208.36726562663,12699.3429097848,11356.7771415237,0,0,2662.40127249908,2929.31770467233,11723.4816412249,16549.4765356567,18766.9557640431,0,16001.7828710142,8862.53307719245,12809.0449100983,14521.7956197061,12189.2351765812,18000.3829007241,30895.1044779341,33625.3845693992,12901.9741501047,36250.31751075,12966.3126937175,22049.6714140974,21965.487835293,22286.3174778627,24786.8501563453,12986.4337456972,20019.1641350357,13005.0346041581,12993.0296063912,12969.7164023098,12904.6301076988,23959.3248663636,12873.2851343496,15946.7741623626,12816.7431093793,13806.7754224407,12763.1121753625,0,12656.3963548225,21738.2431764254,24981.6891712899,16208.2192886563,16566.1283526749,0,12632.0435282118,30235.9760189688,0,10200.4901653368,13303.3666874526,16026.91106047,15341.199691639,16764.5279972606,12977.8124313772,34235.2592154715,12625.5016878959,12660.8881286249,0,0,12688.3325279318,0,24614.1858727182,26505.2220673266,28102.8805729617,30577.5096661991,0,0,31926.2222846015,0,17684.8937809831,0,27262.2626857033,25595.206888981,0,0,0,0,26703.3560637571,31442.2975895466,11759.2393223139,30522.9476629289,0,18787.6194911737,0,24408.7970762381,25132.6966379008,27054.2897478987,24144.0458154489,23949.4400551396,0,22156.4578149701,22616.888461193,0,69026.3517774469,0,20485.384799718,0,59440.9510338721,60681.8467613188,61530.5006857948,53270.5220786362,0,67823.4813654149,64469.4789949336,53007.7302316921,53961.7818967554,56912.8363043602,0,65563.3840577247,51633.7894192877,66739.0360169948,21596.1985015318,48734.8808143993,52727.0405571541,44630.4706170325,50034.5766451895,45068.1911550576,43911.287356786,61275.2578746057,60601.7814758497,21318.4110226459,62110.3035833397,67346.1976499859,68875.0516719811,59535.6252741298,58337.7338288257,12741.2583522713,72611.9999836654,73117.1324338794,72354.5485911764,0,72081.7583200092,0,28188.9311537304,0,27956.1539198542,57909.6448690172,58326.5258921916,56463.8500430005,28831.9546404936,58154.8835279166,67699.3972157621,55749.5935441662,55406.7556194395,73357.9903081404,0,0,29257.9286824621,55492.6654307667,55384.4887624295,12722.6147182951,18542.8439936002,82929.6412367737,0,19106.6831772491,95287.0234041184,96503.6073360859,88596.77797825,20592.4220984609,18978.6205493045,34355.426599202,21115.8461934903,35266.8805126996,37437.2900278333,36267.8407495666,19746.6086086313,37303.0545706709,0,30046.1921319178,12826.4820884162,0,0,24007.4309603396,0,0,0,0,0,0,0,0,0,0,85676.8875508524,0,14880.8304157561,77256.3442481405,0,0,16569.3372373513,11963.4502844908,19408.9380530921,12931.6051934207,11671.0689882266,0,0,18764.040971173,12919.2314107568,15249.4865908007,21142.119081663,12859.4846760999,0,21852.553432349,12791.6033524624,12875.1211400941,18779.1578258433,24222.3019046576,28818.4759355906,31620.7484243255,30621.9612997439,24754.1480601875,23058.9531212232,0,26506.5741584688,6911.59417608303,0,0,12668.2695414445,17072.5777393663,24718.4446892167,10668.3446477307,12955.0339735706,9723.10863699689,0,11779.6725279471,5746.85451935951,0,20931.268866018,4284.50980795327,0,28003.4915981963,18717.3027660603,28531.5221588695,0,11410.0594763661,0,21166.3406451929,12672.4297185451,20605.8129229775,17655.3708624683,18488.3214859144,18783.7273659208,0,0,8764.70310367961
